,text,face
6003," Plante souvent naine, 2 -15 cm., ordinairement","Font: 'Times-Roman' (serifed, proportional), size 10.9759, color #000000"
6004,"rameuse à partir du collet, à racine grêle, pivotante. Tige un peu charnue, dressée","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6005,"ou ascendante, à rameaux ascendants ou étalés, noueux. Feuilles alternes, très petites,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6006,"subglobuleuses, amplexicaules, 2-4 mm. Fleurs en épis latéraux et terminaux,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6007,"sessiles, courts, subcylindriques. Feuilles florales ovales-aiguës, charnues. Fleurs ter-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6008,"nées, concrescentes. Périanthe tubuleux, brièvement denté. Étamines à anthères","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6009,"jaunes, exsertes. Graine ovée, jaune-brun, un peu verruqueuse sur le dos.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6010,Floraison: été-automne. Salines.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6011,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6012, St.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6013, Lacjabboul,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
6014," (Mt, Pb). Palmyre, Jaïroud (Pb).","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
6015,"Aire géogr. — Espagne, Italie","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6016, mérid.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6017," et Sicile, Afrique du Nord, Libye,","Font: 'Times-Roman' (serifed, proportional), size 10.0064, color #000000"
6018," Egypte,","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6019, TransJordanie,"Font: 'Times-Roman' (serifed, proportional), size 9.94867, color #000000"
6020,"(Azraq), Syrie, Cilicie.","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
6021,"HALOCNEMUM Bieb. — Arbrisseau très rameux, à turions articulés, pa-","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6022,"raissant aphylles, à nombreux brachyblastes. Fleurs en épis sessiles, courts ou","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6023,"allongés. Feuilles florales bractéiformes, en écusson. Fleurs géminées ou ternées à","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6024,"l'aisselle de ces feuilles. Périanthe formé de 3 sépales inégaux, soudés sur 2/3 de leur","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6025,longueur. Une,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6026," étamine,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6027," 2 stigmates. Graine petite, verticale, comprimée, plus ou","Font: 'Times-Roman' (serifed, proportional), size 10.9495, color #000000"
6028,moins verruqueuse.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6029,Halocnemum strobilaceum,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6030, (Pali.),"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
6031, Bieb. —,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
6032, Salicomia strobilacea,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6033, Pall.,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
6034, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9291, color #000000"
6035,"CXLII, n. 5). — 9. Arbrisseau de 20-120 cm. de haut, souvent pluricaule et en","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
6036,"touffes denses. Tronc brun, pouvant atteindre 5 cm. de diamètre. Rameaux cylin-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6037,"driques, aphylles, les primaires souvent couchés, émettant des rameaux secondaires","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6038,"dressés, à partie herbacée verte et glabre. Ramules turionaux articulés, à articles","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6039,"très courts bilobés au sommet (partie libre des feuilles). Brachyblastes très courts,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6040,"gemmiformes, à 4 rangs de feuilles très courtes, ovales, sessiles.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6041, Epis,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6042, florifères laté-,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
6043,"raux et terminaux, courts. Feuilles florales opposées, subpeltées, serrées, à la fin","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6044,"caduques. Fleurs ordinairement ternées, non concrescentes. Périanthe 1,5 mm.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6045,"Graine brune, rostellée.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6046,Floraison: août-octobre. Salines.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6047,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6048, St.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6049," Jaïroud (Pb),","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
6050, Lacjabboul,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6051," (Mt), Salines de Palmyre, en abondance (Mt, Pb),","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
6052, Dmeir,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6053,"à 'Atné (P, sous","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
6054, Salsola tetrandra,"Font: 'Times-Roman' (serifed, proportional), size 9.96057, color #000000"
6055, Forsk.).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.96057, color #000000"
6056,"Aire géogr. — Sardaigne, Sicile, Afrique du Nord, Corfou, Thrace, Crimée,","Font: 'Times-Roman' (serifed, proportional), size 9.96057, color #000000"
6057," Egypte,","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6058, Palestine,"Font: 'Times-Roman' (serifed, proportional), size 9.94867, color #000000"
6059,"méridionale, Syrie, Géorgie, Iran, Turkestan.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6060,"HYPOCYLYX Wolosczak. — Fleurs hermaphrodites, non connées, à l'ais-","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
6061,"selle de la feuille florale, en glomérules de 3-6. Périanthe à 5 divisions, libres jusqu'à","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6062,"la base, pourvues dès le temps de l'anthèse d'un commencement d'ailes. Disque","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6063,"cyathiforme, membraneux. Anthères biloculaires, à connectif terminé par un","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6064,apicule arrondi.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6065,Hypocylix kerneri,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6066," Wol.,","Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
6067, var.,"Font: 'Times-Roman' (serifed, proportional), size 10.936, color #000000"
6068, syriaca,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6069, Eig-,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
6070, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6071," CXLII, n.","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
6072, 6).,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6073, —,"Font: 'Times-Roman' (serifed, proportional), size 10.7259, color #000000"
6074, .,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6075, Ar-,"Font: 'Times-Italic' (italic, serifed, proportional), size 11, color #000000"
6076,"brisseau de 10-50 cm. de haut, à tiges dressées, blanches, glabres ou glabrescentes.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6077,"Feuilles alternes, charnues, tétragones, linéaires, 1 -2 cm. de long, obtuses, mutiques,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6078,NOUVELLE FLORE ,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6079,423,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6080,"glabres, un peu laineuses à la base. Fleurs en glomérules de 3-7, formant des épis","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6081,"arqués, lâches. Bractées inférieures semblables aux feuilles, plus courtes, dilatées à","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6082,"la base, les supérieures décroissantes. Bractéoles 1, rarement 2. Périanthe à 2 sépales","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6083,"soudés à la base, ovales-concaves, cucullés,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6084," 1,5","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6085," mm. de long, à marge membraneuse.","Font: 'Times-Roman' (serifed, proportional), size 11.7541, color #000000"
6086,"Staminodes 5,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6087, semi-orbiculaires.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6088," Étamines 5. Anthères oblongues, nautiques, petites,","Font: 'Times-Roman' (serifed, proportional), size 10.9708, color #000000"
6089,"ovaire globuleux, déprimé. Style petit. Stigmates courts, 2, rarement 3, recourbés,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6090,en massue.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6091,L.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6092, ,"Font: 'Times-Roman' (serifed, proportional), size 8.99239, color #000000"
6093,St.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
6094," Montagnes à l'est de Qaryatein,","Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
6095, 21,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6096, juillet 1890 (P).,"Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
6097,Aire géogr. —,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6098, UHyp.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6099, kerneri,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.94896, color #000000"
6100," typique a été créé à partir d'une plante récoltée en Iran, dans le","Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
6101,massif de l'Elbours.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6102,"Le rattachement, à titre de simple variété, d'une Chénopodiacée de la steppe syrienne à cette","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6103,forme,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6104, apparemment,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6105," montagnarde, est, de soi, sujet à caution, et il y a grand-chance, s'il s'agit bien","Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
6106,"d'une plante du même genre, qu'elle appartienne à une espèce tout à fait distincte. Il s'agirait peut-","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6107,être,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6108, d'Hypocylix,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6109, neghevensis,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.01987, color #000000"
6110," Iljin,","Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
6111, récemment identifié d'après une récolte palestinienne,"Font: 'Times-Roman' (serifed, proportional), size 8.98649, color #000000"
6112, d'EiG,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6113, lui-,"Font: 'Times-Roman' (serifed, proportional), size 9.07171, color #000000"
6114,"même. Par malheur, le matériel présent à l'Herbier Post n'est pas très abondant et l'espèce n'a pas","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6115,été récoltée à nouveau.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6116,Hypocylix,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6117, sp.?,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
6118, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6119," CXLII,","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
6120, n. 7). —,"Font: 'Times-Roman' (serifed, proportional), size 10.9504, color #000000"
6121, ®.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6122," Plantule naine (2-3 cm.), à courte","Font: 'Times-Roman' (serifed, proportional), size 11.0076, color #000000"
6123,"tige ramifiée en petits rameaux ascendants, abondamment pourvue de feuilles","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6124,"glauques à marge membraneuse, 2-5 mm. de long, linéaires. Sommet de la tige","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6125,"annonçant une inflorescence terminale, à feuilles florales cucullées, oblongues-ovales,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6126,"courtes et une fleur légèrement gamosépale à la base, paraissant pentamère.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6127,L.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
6128, ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6129,Me.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
6130," Deux plantules trouvées au point culminant du Liban, Qprnet Saouda, vers 3080 m.,","Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
6131,le 3 septembre 1950 (Mt).,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
6132,"Matériel évidemment insuffisant pour l'établissement d'une nouvelle espèce, et même pour","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
